,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
160,Angeliño,Spain,RB Leipzig,LWB LM,24,83,85,2021 ~ 2025,2021,2025,4,175,69,Left,43500000.0,77000.0,367,408,408,367,370,231,58,2209
161,Á. Correa,Argentina,Atlético de Madrid,ST RM,26,83,84,2014 ~ 2026,2014,2026,12,171,70,Right,43500000.0,80000.0,390,389,432,371,361,139,56,2138
162,T. Lemar,France,Atlético de Madrid,CM LM,25,83,86,2018 ~ 2023,2018,2023,5,171,63,Left,47500000.0,71000.0,372,420,416,363,375,201,60,2207
163,R. De Paul,Argentina,Atlético de Madrid,CM,27,83,84,2021 ~ 2026,2021,2026,5,180,70,Right,41500000.0,74000.0,361,410,396,395,380,221,56,2219
164,T. Werner,Germany,Chelsea,ST LW,25,83,86,2020 ~ 2025,2020,2025,5,180,76,Right,48500000.0,145000.0,389,348,427,385,334,78,50,2011
165,Gayà,Spain,Valencia CF,LB LM,26,83,86,2012 ~ 2023,2012,2023,11,172,66,Left,43500000.0,48000.0,338,365,410,327,359,245,53,2097
166,Ricardo Pereira,Portugal,Leicester City,RB RWB,27,83,83,2018 ~ 2026,2018,2026,8,175,70,Right,35000000.0,115000.0,356,371,409,363,373,247,65,2184
167,H. Ziyech,Morocco,Chelsea,RW CAM,28,83,83,2020 ~ 2025,2020,2025,5,181,65,Left,36500000.0,155000.0,373,424,398,329,361,140,51,2076
168,H. Çalhanoğlu,Turkey,Inter,CAM LM CM,27,83,83,2021 ~ 2024,2021,2024,3,178,76,Right,38500000.0,125000.0,362,427,379,344,368,171,50,2101
169,Felipe,Brazil,Atlético de Madrid,CB,32,83,83,2019 ~ 2022,2019,2022,3,190,83,Right,23500000.0,68000.0,285,252,307,339,304,249,50,1786
170,M. Ginter,Germany,Borussia Mönchengladbach,CB,27,83,84,2017 ~ 2022,2017,2022,5,191,86,Right,36500000.0,41000.0,338,300,307,356,352,252,46,1951
171,L. Ocampos,Argentina,Sevilla FC,LW RW,26,83,83,2019 ~ 2024,2019,2024,5,188,84,Right,39500000.0,46000.0,403,386,386,416,396,170,53,2210
172,J. Stones,United Kingdom of Great Britain and Northern Ireland,Manchester City,CB,27,83,86,2016 ~ 2026,2016,2026,10,188,76,Right,41000000.0,140000.0,325,319,351,337,334,251,51,1968
173,L. Spinazzola,Italy,Roma,LB LWB LM,28,83,83,2019 ~ 2024,2019,2024,5,186,75,Right,33000000.0,72000.0,350,334,416,351,359,234,65,2109
174,J. Iličić,Slovenia,Atalanta,CF ST,33,83,83,2017 ~ 2023,2017,2023,6,190,79,Left,23000000.0,77000.0,389,420,386,347,352,99,52,2045
175,L. Digne,France,Aston Villa,LB,27,83,83,2022 ~ 2026,2022,2026,4,178,74,Left,35000000.0,86000.0,369,401,393,408,366,234,46,2217
176,F. Acerbi,Italy,Lazio,CB,33,83,83,2018 ~ 2023,2018,2023,5,192,88,Left,17500000.0,75000.0,258,334,278,377,320,259,53,1879
177,W. Ben Yedder,France,AS Monaco,ST,30,83,83,2019 ~ 2024,2019,2024,5,170,68,Right,35500000.0,80000.0,401,398,430,378,360,93,42,2102
178,Luis Alberto,Spain,Lazio,CAM CM CF,28,83,83,2016 ~ 2025,2016,2025,9,183,74,Right,36500000.0,86000.0,360,426,333,339,312,168,43,1981
179,S. Coates,Uruguay,Sporting CP,CB,30,83,83,2017 ~ 2023,2017,2023,6,196,94,Right,30000000.0,21000.0,276,265,280,316,347,256,73,1813
180,O. Baumann,Germany,TSG Hoffenheim,GK,31,83,83,2014 ~ 2024,2014,2024,10,187,82,Right,19000000.0,40000.0,82,84,268,253,126,47,407,1267
181,J. Cuadrado,Colombia,Juventus,RB RM,33,83,83,2015 ~ 2022,2015,2022,7,179,72,Right,19000000.0,95000.0,373,399,437,388,363,237,38,2235
182,L. Hrádecký,Finland,Bayer 04 Leverkusen,GK,31,83,83,2018 ~ 2023,2018,2023,5,192,83,Right,19000000.0,55000.0,72,89,246,224,131,33,401,1196
183,Canales,Spain,Real Betis Balompié,CM LM RM,30,83,83,2018 ~ 2026,2018,2026,8,176,65,Left,34500000.0,38000.0,361,421,413,351,399,193,68,2206
184,P. Aubameyang,Gabon,FC Barcelona,ST,32,83,83,2022 ~ 2025,2022,2025,3,187,80,Right,29500000.0,185000.0,390,378,398,383,333,85,48,2015
185,Azpilicueta,Spain,Chelsea,CB RWB RB,31,83,83,2012 ~ 2022,2012,2022,10,178,77,Right,25000000.0,125000.0,334,350,357,358,370,254,43,2066
186,J. Henderson,United Kingdom of Great Britain and Northern Ireland,Liverpool,CM CDM,31,83,83,2011 ~ 2025,2011,2025,14,182,80,Right,30000000.0,135000.0,375,402,354,394,386,234,49,2194
187,E. Cavani,Uruguay,Manchester United,ST,34,83,83,2020 ~ 2022,2020,2022,2,185,77,Right,17500000.0,160000.0,400,357,338,402,386,132,53,2068
188,Z. Ibrahimović,Sweden,AC Milan,ST,39,83,83,2020 ~ 2022,2020,2022,2,195,102,Right,12500000.0,46000.0,409,389,327,387,355,89,59,2015
189,F. Wirtz,Germany,Bayer 04 Leverkusen,CAM CM,18,82,90,2020 ~ 2026,2020,2026,6,176,70,Right,64000000.0,24000.0,344,386,397,320,331,156,57,1991
190,Antony,Brazil,Ajax,RW,21,82,89,2020 ~ 2025,2020,2025,5,174,63,Left,62000000.0,21000.0,340,387,438,346,335,104,54,2004
191,Pedri,Spain,FC Barcelona,CM,18,82,91,2020 ~ 2026,2020,2026,6,174,61,Right,64000000.0,55000.0,328,384,417,344,351,204,46,2074
192,D. Vlahović,Serbia,Juventus,ST,21,82,89,2022 ~ 2026,2022,2026,4,190,75,Left,62500000.0,78000.0,359,329,353,392,302,68,47,1850
193,Dani Olmo,Spain,RB Leipzig,CAM CF,23,82,87,2020 ~ 2024,2020,2024,4,179,72,Right,46000000.0,78000.0,355,398,390,345,339,144,66,2037
194,Pau Torres,Spain,Villarreal CF,CB,24,82,89,2016 ~ 2024,2016,2024,8,191,80,Left,56500000.0,35000.0,289,292,345,336,312,251,59,1884
195,Ferran Torres,Spain,FC Barcelona,RW ST,21,82,90,2022 ~ 2027,2022,2027,5,184,77,Right,68500000.0,130000.0,387,375,404,371,310,87,59,1993
196,A. Bastoni,Italy,Inter,CB,22,82,88,2017 ~ 2024,2017,2024,7,190,75,Left,44500000.0,90000.0,286,295,333,307,308,250,48,1827
197,T. Souček,Czech Republic,West Ham United,CDM CM,26,82,85,2020 ~ 2024,2020,2024,4,192,86,Right,36000000.0,81000.0,365,343,326,409,376,242,43,2104
198,N. Mazraoui,Morocco,Ajax,RB,23,82,86,2016 ~ 2022,2016,2022,6,183,62,Right,40500000.0,20000.0,350,350,397,354,353,231,56,2091
199,Y. En,Morocco,Sevilla FC,ST LW,24,82,86,2020 ~ 2025,2020,2025,5,188,78,Left,44000000.0,37000.0,366,340,350,393,311,85,58,1903
200,G. Kobel,Switzerland,Borussia Dortmund,GK,23,82,87,2021 ~ 2026,2021,2026,5,195,88,Right,37000000.0,44000.0,85,116,211,237,119,45,402,1215
201,P. Schick,Czech Republic,Bayer 04 Leverkusen,ST,25,82,85,2020 ~ 2025,2020,2025,5,191,85,Left,41000000.0,70000.0,389,363,384,380,310,87,57,1970
202,Lucas Paquetá,Brazil,Olympique Lyonnais,CAM CM CF,23,82,87,2020 ~ 2025,2020,2025,5,180,72,Left,46000000.0,70000.0,375,405,389,388,390,205,57,2209
203,A. Isak,Sweden,Real Sociedad,ST,21,82,86,2019 ~ 2026,2019,2026,7,192,77,Right,45000000.0,37000.0,381,345,393,379,318,64,40,1920
204,F. Tomori,United Kingdom of Great Britain and Northern Ireland,AC Milan,CB,23,82,88,2021 ~ 2025,2021,2025,4,185,79,Right,43500000.0,42000.0,275,265,402,328,272,252,51,1845
205,C. Romero,Argentina,Tottenham Hotspur,CB,23,82,87,"Jun 30, 2022 On Loan",0,0,0,185,79,Right,41500000.0,51000.0,292,247,369,334,289,250,47,1828
206,Unai Simón,Spain,Athletic Club de Bilbao,GK,24,82,85,2015 ~ 2025,2015,2025,10,190,89,Right,32500000.0,24000.0,106,99,254,256,138,41,407,1301
207,Arthur,Brazil,Juventus,CM,24,82,84,2020 ~ 2024,2020,2024,4,171,73,Right,39500000.0,82000.0,343,402,401,363,365,218,55,2147
208,Josué Chiamulera,Brazil,Grêmio,CB,29,82,82,2021 ~ 2024,2021,2024,3,185,80,Right,25500000.0,41000.0,279,281,374,320,308,254,69,1885
209,Raphaelinho Anjos,Brazil,RB Bragantino,GK,33,82,82,2021 ~ 2024,2021,2024,3,190,85,Right,10000000.0,20000.0,55,73,240,240,142,50,401,1201
210,Mario Hermoso,Spain,Atlético de Madrid,CB LB,26,82,85,2019 ~ 2024,2019,2024,5,184,75,Left,35500000.0,62000.0,313,342,371,353,343,250,44,2016
211,D. Upamecano,France,FC Bayern München,CB,22,82,88,2021 ~ 2026,2021,2026,5,186,90,Right,44500000.0,70000.0,272,270,360,340,304,252,45,1843
212,Palhinha,Portugal,Sporting CP,CDM CM,25,82,87,2015 ~ 2026,2015,2026,11,190,85,Right,41000000.0,18000.0,330,334,310,396,366,258,46,2040
213,M. Akanji,Switzerland,Borussia Dortmund,CB,25,82,84,2018 ~ 2023,2018,2023,5,187,91,Right,34000000.0,63000.0,291,343,379,360,299,253,47,1972
214,L. Pellegrini,Italy,Roma,CAM CM CDM,25,82,86,2017 ~ 2026,2017,2026,9,186,77,Right,42500000.0,66000.0,380,397,400,382,386,216,53,2214
215,C. Pulisic,United States,Chelsea,LW RW LM,22,82,88,2019 ~ 2024,2019,2024,5,177,69,Right,49000000.0,120000.0,344,359,428,343,298,117,63,1952
216,A. Onana,Cameroon,Ajax,GK,25,82,85,2015 ~ 2022,2015,2022,7,190,93,Right,31000000.0,17000.0,103,164,322,276,149,44,411,1469
217,Fabián,Spain,Napoli,CM CDM,25,82,86,2018 ~ 2023,2018,2023,5,189,70,Left,42000000.0,77000.0,368,383,347,360,374,223,60,2115
218,M. Locatelli,Italy,Juventus,CDM CM,23,82,87,2021 ~ 2023,2021,2023,2,185,75,Right,42000000.0,74000.0,356,375,337,389,366,237,59,2119
219,J. Maddison,United Kingdom of Great Britain and Northern Ireland,Leicester City,CAM CM,24,82,84,2018 ~ 2024,2018,2024,6,175,73,Right,39500000.0,100000.0,345,420,395,342,350,166,65,2083
220,A. Rebić,Croatia,AC Milan,LW ST LM,27,82,82,2020 ~ 2025,2020,2025,5,185,78,Right,32500000.0,59000.0,396,375,401,391,343,129,67,2102
221,Diego Carlos,Brazil,Sevilla FC,CB,28,82,84,2019 ~ 2024,2019,2024,5,185,86,Right,30500000.0,37000.0,256,328,359,372,323,243,49,1930
222,Rafa,Portugal,SL Benfica,RM CF LM,28,82,82,2016 ~ 2024,2016,2024,8,170,63,Right,30500000.0,22000.0,343,367,449,327,322,138,51,1997
223,A. Kramarić,Croatia,TSG Hoffenheim,ST CAM,30,82,82,2015 ~ 2025,2015,2025,10,177,73,Right,30000000.0,54000.0,398,396,398,386,350,81,58,2067
224,A. Christensen,Denmark,Chelsea,CB,25,82,86,2013 ~ 2022,2013,2022,9,188,81,Right,38000000.0,110000.0,272,296,341,281,290,252,44,1776
225,P. Højbjerg,Denmark,Tottenham Hotspur,CDM CM,25,82,84,2020 ~ 2025,2020,2025,5,187,84,Right,34500000.0,95000.0,344,380,323,393,362,238,50,2090
226,Anderson Talisca,Brazil,Al Nassr,CF ST CAM,27,82,82,2021 ~ 2024,2021,2024,3,190,80,Left,33000000.0,61000.0,393,422,400,393,359,142,59,2168
227,J. Brandt,Germany,Borussia Dortmund,CAM CM CF,25,82,85,2019 ~ 2024,2019,2024,5,185,83,Right,40500000.0,69000.0,370,393,386,372,312,137,55,2025
228,D. Berardi,Italy,U.S. Sassuolo Calcio,RM RW,26,82,82,2012 ~ 2024,2012,2024,12,183,72,Left,33500000.0,47000.0,382,403,407,361,347,102,27,2029
229,A. Romagnoli,Italy,AC Milan,CB,26,82,82,2015 ~ 2022,2015,2022,7,185,75,Left,29000000.0,49000.0,246,270,321,338,278,255,52,1760
230,Otávio,Portugal,FC Porto,RM LM,26,82,82,2014 ~ 2025,2014,2025,11,172,71,Right,33500000.0,21000.0,351,401,407,337,375,185,57,2113
231,P. Zieliński,Poland,Napoli,CM CAM,27,82,83,2016 ~ 2024,2016,2024,8,180,75,Right,35000000.0,80000.0,358,398,407,348,346,212,50,2119
232,De Tomás,Spain,RCD Espanyol de Barcelona,ST,26,82,83,2020 ~ 2026,2020,2026,6,180,79,Right,36500000.0,32000.0,390,383,389,399,362,103,51,2077
233,Grimaldo,Spain,SL Benfica,LB LM LWB,25,82,85,2016 ~ 2023,2016,2023,7,171,69,Left,37000000.0,18000.0,344,411,426,375,357,221,50,2184
234,Y. Bounou,Morocco,Sevilla FC,GK,30,82,82,2020 ~ 2024,2020,2024,4,192,78,Left,20500000.0,29000.0,95,107,227,236,131,53,402,1251
235,M. de Roon,Netherlands,Atalanta,CDM CM,30,82,82,2017 ~ 2024,2017,2024,7,185,76,Right,25500000.0,59000.0,345,331,352,402,385,247,60,2122
236,E. Can,Germany,Borussia Dortmund,CM CB CDM,27,82,82,2020 ~ 2024,2020,2024,4,186,86,Right,32000000.0,72000.0,375,386,381,427,393,248,54,2264
237,L. Shaw,United Kingdom of Great Britain and Northern Ireland,Manchester United,LB,25,82,84,2014 ~ 2023,2014,2023,9,181,75,Left,35000000.0,115000.0,340,364,386,367,363,239,49,2108
238,S. Haller,Côte d'Ivoire,Ajax,ST,27,82,83,2021 ~ 2025,2021,2025,4,190,82,Right,35500000.0,27000.0,371,305,332,392,349,155,40,1944
239,J. Pickford,United Kingdom of Great Britain and Northern Ireland,Everton,GK,27,82,84,2017 ~ 2024,2017,2024,7,185,77,Left,28000000.0,76000.0,121,144,285,270,201,53,412,1486
240,M. Sabitzer,Austria,FC Bayern München,CM CDM CAM,27,82,82,2021 ~ 2025,2021,2025,4,178,76,Right,32000000.0,90000.0,377,396,386,403,375,200,66,2203
241,R. Jiménez,Mexico,Wolverhampton Wanderers,ST,30,82,82,2019 ~ 2024,2019,2024,5,188,81,Right,30000000.0,110000.0,397,363,369,396,388,113,55,2081
242,N. Pope,United Kingdom of Great Britain and Northern Ireland,Burnley,GK,29,82,82,2016 ~ 2023,2016,2023,7,199,76,Right,21000000.0,41000.0,81,99,253,255,137,43,403,1271
243,H. Maguire,United Kingdom of Great Britain and Northern Ireland,Manchester United,CB,28,82,83,2019 ~ 2024,2019,2024,5,194,100,Right,29000000.0,130000.0,313,319,271,385,357,240,62,1947
244,Gabriel Paulista,Brazil,Valencia CF,CB,30,82,82,2017 ~ 2024,2017,2024,7,185,72,Right,25000000.0,44000.0,318,306,348,357,341,248,58,1976
245,Morata,Spain,Juventus,ST,28,82,82,"Jun 30, 2022 On Loan",0,0,0,190,84,Right,31000000.0,77000.0,399,346,379,391,331,71,22,1939
246,S. Berghuis,Netherlands,Ajax,CAM RW,29,82,82,2021 ~ 2025,2021,2025,4,182,75,Left,30000000.0,26000.0,372,410,399,363,354,107,49,2054
247,A. Lopes,Portugal,Olympique Lyonnais,GK,30,82,82,2011 ~ 2023,2011,2023,12,184,81,Left,20500000.0,60000.0,98,96,338,262,143,41,399,1377
248,L. Muriel,Colombia,Atalanta,ST,30,82,82,2019 ~ 2024,2019,2024,5,179,79,Right,30000000.0,70000.0,382,383,434,370,316,72,48,2005
249,W. Zaha,Côte d'Ivoire,Crystal Palace,LW CF,28,82,82,2015 ~ 2023,2015,2023,8,180,66,Right,30500000.0,85000.0,341,364,420,365,329,96,61,1976
250,Isco,Spain,Real Madrid CF,CAM CM LW,29,82,82,2013 ~ 2022,2013,2022,9,176,79,Right,30000000.0,175000.0,357,425,378,325,351,173,51,2060
251,I. Gueye,Senegal,Paris Saint-Germain,CDM CM,31,82,82,2019 ~ 2023,2019,2023,4,174,66,Right,21500000.0,88000.0,305,357,384,394,366,252,47,2105
252,A. Lacazette,France,Arsenal,ST CF,30,82,82,2017 ~ 2022,2017,2022,5,175,73,Right,30000000.0,110000.0,385,383,394,382,356,116,37,2053
253,K. Manolas,Greece,Olympiacos CFP,CB,30,82,82,2022 ~ 2025,2022,2025,3,189,83,Right,25000000.0,2000.0,213,221,370,295,244,251,49,1643
254,Alex Sandro,Brazil,Juventus,LB LM,30,82,82,2015 ~ 2023,2015,2023,8,180,80,Left,26500000.0,86000.0,362,360,382,386,355,236,40,2121
255,D. Blind,Netherlands,Ajax,LB CB,31,82,82,2018 ~ 2023,2018,2023,5,180,72,Left,22000000.0,23000.0,365,389,318,362,357,247,55,2093
256,C. Eriksen,Denmark,Brentford,CM CAM,29,82,82,2022 ~ 2022,2022,2022,0,181,76,Right,29500000.0,71000.0,380,433,357,329,329,138,43,2009
257,Coutinho,Brazil,Aston Villa,CAM LW CM,29,82,82,"Jun 30, 2022 On Loan",0,0,0,172,68,Right,30000000.0,165000.0,359,431,400,352,340,156,48,2086
258,Oscar,Brazil,Shanghai Port FC,CAM CM LW,29,82,82,2017 ~ 2024,2017,2024,7,179,70,Right,30000000.0,38000.0,375,403,410,382,341,180,61,2152
259,J. Boateng,Germany,Olympique Lyonnais,CB,32,82,82,2021 ~ 2023,2021,2023,2,190,94,Right,20000000.0,74000.0,315,319,317,347,336,251,45,1930
260,Yuri Berchiche,Spain,Athletic Club de Bilbao,LB,31,82,82,2018 ~ 2024,2018,2024,6,181,80,Left,22000000.0,35000.0,361,358,401,408,359,236,53,2176
261,G. Wijnaldum,Netherlands,Paris Saint-Germain,CM CDM,30,82,82,2021 ~ 2024,2021,2024,3,175,74,Right,29000000.0,95000.0,377,394,399,394,387,227,54,2232
262,M. Pjanić,Bosnia and Herzegovina,Beşiktaş JK,CM CDM,31,82,82,"Jun 30, 2022 On Loan",0,0,0,178,72,Right,25000000.0,155000.0,357,425,368,353,377,224,42,2146
263,É. Banega,Argentina,Al Shabab,CDM CM,33,82,82,2020 ~ 2023,2020,2023,3,174,75,Right,15000000.0,46000.0,355,418,362,348,397,230,45,2155
264,Rui Patrício,Portugal,Roma,GK,33,82,82,2021 ~ 2024,2021,2024,3,190,84,Left,10000000.0,51000.0,85,103,301,270,169,38,402,1368
265,D. Payet,France,Olympique de Marseille,CAM LW,34,82,82,2017 ~ 2024,2017,2024,7,175,77,Right,14500000.0,54000.0,379,414,381,342,343,114,61,2034
266,I. Rakitić,Croatia,Sevilla FC,CM,33,82,82,2020 ~ 2024,2020,2024,4,184,78,Right,18500000.0,39000.0,388,419,322,342,392,225,51,2139
267,Ł. Fabiański,Poland,West Ham United,GK,36,82,82,2018 ~ 2022,2018,2022,4,190,83,Right,3400000.0,43000.0,75,98,269,232,148,39,400,1261
268,Raúl Albiol,Spain,Villarreal CF,CB,35,82,82,2019 ~ 2023,2019,2023,4,190,82,Right,8000000.0,30000.0,247,300,266,325,298,261,36,1733
269,Pepe,Portugal,FC Porto,CB,38,82,82,2019 ~ 2023,2019,2023,4,188,80,Right,5500000.0,14000.0,269,284,344,376,319,249,47,1888
270,R. Araujo,Uruguay,FC Barcelona,CB,22,81,88,2018 ~ 2023,2018,2023,5,192,91,Right,48500000.0,115000.0,287,268,336,312,316,240,53,1812
271,J. Bellingham,United Kingdom of Great Britain and Northern Ireland,Borussia Dortmund,CM LM,18,81,90,2020 ~ 2025,2020,2025,5,186,75,Right,54000000.0,23000.0,350,354,394,388,374,236,48,2144
272,Renan Lodi,Brazil,Atlético de Madrid,LB LM,23,81,86,2019 ~ 2025,2019,2025,6,173,68,Left,36500000.0,49000.0,351,375,414,375,356,228,55,2154
273,B. Saka,United Kingdom of Great Britain and Northern Ireland,Arsenal,RM LM,19,81,88,2018 ~ 2024,2018,2024,6,178,65,Left,50000000.0,53000.0,342,378,413,326,357,201,50,2067
274,Reguilón,Spain,Tottenham Hotspur,LWB LB,24,81,84,2020 ~ 2025,2020,2025,5,178,68,Left,32500000.0,79000.0,330,347,397,335,345,234,51,2039
275,Rafael Leão,Portugal,AC Milan,LW ST LM,22,81,89,2019 ~ 2024,2019,2024,5,188,81,Right,58000000.0,48000.0,357,370,418,366,300,67,57,1935
276,A. Tchouaméni,France,AS Monaco,CM CDM,21,81,88,2020 ~ 2024,2020,2024,4,187,81,Right,52000000.0,46000.0,342,370,370,392,378,241,48,2141
277,S. Tonali,Italy,AC Milan,CDM CM,21,81,89,2021 ~ 2026,2021,2026,5,181,79,Right,54500000.0,33000.0,344,392,401,386,374,235,44,2176
278,Pedro Gonçalves,Portugal,Sporting CP,RW CF,23,81,88,2020 ~ 2026,2020,2026,6,173,77,Right,51500000.0,19000.0,361,396,407,336,369,164,56,2089
279,Cucurella,Spain,Brighton & Hove Albion,LWB LM LB,22,81,86,2021 ~ 2026,2021,2026,5,172,66,Left,37000000.0,57000.0,341,366,400,369,350,225,50,2101
280,S. McTominay,Scotland,Manchester United,CDM CM,24,81,84,2013 ~ 2025,2013,2025,12,193,88,Right,32000000.0,95000.0,358,360,337,409,376,231,42,2113
281,F. Neuhaus,Germany,Borussia Mönchengladbach,CM,24,81,85,2017 ~ 2024,2017,2024,7,185,74,Right,36500000.0,33000.0,337,380,378,355,337,198,53,2038
282,Carlos Soler,Spain,Valencia CF,CM RM LM,24,81,86,2015 ~ 2023,2015,2023,8,180,76,Right,38500000.0,39000.0,362,405,386,366,385,214,51,2169
283,A. Ramsdale,United Kingdom of Great Britain and Northern Ireland,Arsenal,GK,23,81,86,2021 ~ 2025,2021,2025,4,191,77,Right,31000000.0,58000.0,114,140,279,238,166,51,405,1393
284,D. Dumfries,Netherlands,Inter,RWB RB RM,25,81,83,2021 ~ 2025,2021,2025,4,188,80,Right,29500000.0,90000.0,333,295,368,395,340,231,54,2016
285,Gabriel,Brazil,Arsenal,CB,23,81,87,2020 ~ 2025,2020,2025,5,190,87,Left,37000000.0,74000.0,256,263,303,304,303,245,50,1724
286,V. Osimhen,Nigeria,Napoli,ST,22,81,89,2020 ~ 2025,2020,2025,5,185,78,Right,58500000.0,71000.0,377,317,405,404,334,98,53,1988
287,R. Malinovskyi,Ukraine,Atalanta,CF CM,28,81,81,2019 ~ 2023,2019,2023,4,181,79,Left,26500000.0,68000.0,381,420,366,412,388,177,52,2196
288,Richarlison,Brazil,Everton,ST LW,24,81,86,2018 ~ 2024,2018,2024,6,181,71,Right,39500000.0,90000.0,390,368,399,399,363,151,51,2121
289,Oswaldinato,Brazil,Flamengo,ST,29,81,81,2021 ~ 2024,2021,2024,3,184,79,Right,25500000.0,56000.0,378,323,376,395,315,44,43,1874
290,Welington Dano,Brazil,Clube Atlético Mineiro,LB LM,21,81,81,2021 ~ 2024,2021,2024,3,178,69,Left,27500000.0,31000.0,327,361,402,336,354,228,60,2068
291,Louri Beretta,Brazil,RB Bragantino,ST CF,29,81,81,2021 ~ 2024,2021,2024,3,188,83,Right,25500000.0,28000.0,379,322,347,386,315,77,78,1904
292,Rosberto Dourado,Brazil,Sport Club Corinthians Paulista,CDM CM CAM,21,81,81,2021 ~ 2024,2021,2024,3,175,70,Right,27000000.0,26000.0,323,342,382,306,369,249,62,2033
293,Adryan Zonta,Brazil,RB Bragantino,LWB LB,29,81,81,2021 ~ 2024,2021,2024,3,172,68,Left,22500000.0,24000.0,351,356,426,385,341,214,60,2133
294,Juiano Mestres,Brazil,Clube Atlético Mineiro,CB CDM,25,81,81,2021 ~ 2024,2021,2024,3,181,82,Right,25000000.0,41000.0,309,312,344,381,338,246,73,2003
295,L. Bailey,Jamaica,Aston Villa,RM RW LW,23,81,84,2021 ~ 2025,2021,2025,4,178,77,Left,35000000.0,70000.0,357,390,435,367,306,88,60,2003
296,A. Wan,United Kingdom of Great Britain and Northern Ireland,Manchester United,RB,23,81,84,2019 ~ 2024,2019,2024,5,183,72,Right,32500000.0,95000.0,283,325,402,332,333,251,39,1965
297,D. Zakaria,Switzerland,Juventus,CDM CB,24,81,86,2022 ~ 2026,2022,2026,4,191,81,Right,35500000.0,68000.0,313,340,378,372,354,243,55,2055
298,Nélson Semedo,Portugal,Wolverhampton Wanderers,RWB RB,27,81,81,2020 ~ 2023,2020,2023,3,177,69,Right,25000000.0,86000.0,302,319,417,365,332,229,64,2028
299,Álex Remiro,Spain,Real Sociedad,GK,26,81,84,2019 ~ 2023,2019,2023,4,191,83,Right,26000000.0,31000.0,87,102,269,251,124,49,400,1282
300,K. Tierney,Scotland,Arsenal,LB,24,81,87,2019 ~ 2024,2019,2024,5,178,70,Left,38000000.0,74000.0,310,352,401,386,352,233,62,2096
301,K. Laimer,Austria,RB Leipzig,CDM CM RB,24,81,84,2017 ~ 2023,2017,2023,6,180,72,Right,32000000.0,65000.0,358,351,392,370,370,237,58,2136
302,J. Gomez,United Kingdom of Great Britain and Northern Ireland,Liverpool,CB,24,81,86,2015 ~ 2024,2015,2024,9,188,77,Right,35000000.0,90000.0,271,275,368,293,301,244,49,1801
303,Gonçalo Guedes,Portugal,Valencia CF,ST LM CF,24,81,86,2018 ~ 2024,2018,2024,6,179,68,Right,39500000.0,43000.0,384,379,412,383,338,88,50,2034
304,K. Phillips,United Kingdom of Great Britain and Northern Ireland,Leeds United,CDM CM CB,25,81,85,2014 ~ 2024,2014,2024,10,178,72,Right,32500000.0,82000.0,335,368,356,388,363,240,50,2100
305,David Soria,Spain,Getafe CF,GK,28,81,82,2018 ~ 2022,2018,2022,4,192,85,Right,20500000.0,30000.0,101,102,254,251,122,48,395,1273
306,W. Weghorst,Netherlands,Burnley,ST,28,81,81,2022 ~ 2025,2022,2025,3,197,84,Right,26500000.0,55000.0,372,268,314,407,342,141,62,1906
307,H. Lozano,Mexico,Napoli,RW LW,25,81,82,2019 ~ 2024,2019,2024,5,175,70,Right,31000000.0,77000.0,360,365,437,348,338,106,59,2013
308,D. Calvert,United Kingdom of Great Britain and Northern Ireland,Everton,ST,24,81,85,2016 ~ 2025,2016,2025,9,187,71,Right,37500000.0,90000.0,381,321,383,396,338,92,50,1961
309,H. Hateboer,Netherlands,Atalanta,RWB RB RM,27,81,81,2017 ~ 2023,2017,2023,6,185,72,Right,25000000.0,55000.0,358,307,387,362,353,232,54,2053
310,G. Di Lorenzo,Italy,Napoli,RB,27,81,81,2019 ~ 2026,2019,2026,7,183,83,Right,25000000.0,68000.0,348,360,407,389,347,235,43,2129
311,Morales,Spain,Levante Unión Deportiva,LM ST,33,81,81,2011 ~ 2023,2011,2023,12,180,70,Right,16000000.0,38000.0,380,387,414,367,349,143,64,2104
312,M. Politano,Italy,Napoli,RW RM,27,81,81,2021 ~ 2024,2021,2024,3,171,67,Left,27500000.0,81000.0,350,399,423,329,324,121,48,1994
